character,sentence,line,document,shengmu,yunmu,shengdiao,bihua,cixing,sentiment,sentiment_score
谖,终不可谖,"瞻彼淇奥，绿竹猗猗。有匪君子，如切如磋，如琢如磨，瑟兮僴兮，赫兮咺兮。有匪君子，终不可谖兮。
",/Users/danebrown/develop/nlp/诗经.txt,x,van,1,11,g,positive,0.9980204416314992
蛴,领如蝤蛴,"手如柔荑，肤如凝脂，领如蝤蛴，齿如瓠犀，螓首蛾眉，巧笑倩兮，美目盼兮。
",/Users/danebrown/develop/nlp/诗经.txt,q,i,2,12,x,positive,0.9552307906810545
秋,如三秋,"彼采萧兮，一日不见，如三秋兮！
",/Users/danebrown/develop/nlp/诗经.txt,q,iou,1,9,t,positive,0.9381959104050183
逍,于焉逍遥,"皎皎白驹，食我场苗。絷之维之，以永今朝。所谓伊人，于焉逍遥？
",/Users/danebrown/develop/nlp/诗经.txt,x,iao,1,10,a,positive,0.826038573366216
逍,于焉逍遥,"皎皎白驹，食我场苗。絷之维之，以永今朝。所谓伊人，于焉逍遥？
",/Users/danebrown/develop/nlp/诗经.txt,x,iao,1,10,a,positive,0.826038573366216
逍,于焉逍遥,"皎皎白驹，食我场苗。絷之维之，以永今朝。所谓伊人，于焉逍遥？
",/Users/danebrown/develop/nlp/诗经.txt,x,iao,1,10,a,positive,0.826038573366216
明,"东方未明
","东方未明
",/Users/danebrown/develop/nlp/诗经.txt,m,ing,2,8,a,positive,0.7654783208198263
和,倡予和女,"萚兮萚兮，风其吹女。叔兮伯兮，倡予和女。
",/Users/danebrown/develop/nlp/诗经.txt,h,e,2,8,c,positive,0.9260003149058313
丰,子之丰,"子之丰兮，俟我乎巷兮，悔予不送兮。
",/Users/danebrown/develop/nlp/诗经.txt,f,eng,1,4,a,positive,0.764572335526865
间,十亩之间,"十亩之间兮，桑者闲闲兮，行与子还兮。
",/Users/danebrown/develop/nlp/诗经.txt,j,ian,1,7,f,positive,0.8727608269262337
间,十亩之间,"十亩之间兮，桑者闲闲兮，行与子还兮。
",/Users/danebrown/develop/nlp/诗经.txt,j,ian,1,7,f,positive,0.8727608269262337
唯,其鱼唯唯,"敝笱在梁，其鱼唯唯。齐子归止，其从如水。
",/Users/danebrown/develop/nlp/诗经.txt,,uei,2,11,b,positive,0.8116190365479995
唯,其鱼唯唯,"敝笱在梁，其鱼唯唯。齐子归止，其从如水。
",/Users/danebrown/develop/nlp/诗经.txt,,uei,2,11,b,positive,0.8116190365479995
唯,其鱼唯唯,"敝笱在梁，其鱼唯唯。齐子归止，其从如水。
",/Users/danebrown/develop/nlp/诗经.txt,,uei,2,11,b,positive,0.8116190365479995
唯,其鱼唯唯,"敝笱在梁，其鱼唯唯。齐子归止，其从如水。
",/Users/danebrown/develop/nlp/诗经.txt,,uei,2,11,b,positive,0.8116190365479995
跄,巧趋跄,"猗嗟昌兮，颀而长兮。抑若扬兮，美目扬兮。巧趋跄兮，射则臧兮。
",/Users/danebrown/develop/nlp/诗经.txt,q,iang,1,11,x,positive,0.9952322416033811
跄,巧趋跄,"猗嗟昌兮，颀而长兮。抑若扬兮，美目扬兮。巧趋跄兮，射则臧兮。
",/Users/danebrown/develop/nlp/诗经.txt,q,iang,1,11,x,positive,0.9952322416033811
名,猗嗟名,"猗嗟名兮，美目清兮。仪既成兮，终日射侯，不出正兮，展我甥兮。
",/Users/danebrown/develop/nlp/诗经.txt,m,ing,2,6,q,positive,0.9564395283436107
名,猗嗟名,"猗嗟名兮，美目清兮。仪既成兮，终日射侯，不出正兮，展我甥兮。
",/Users/danebrown/develop/nlp/诗经.txt,m,ing,2,6,q,positive,0.9564395283436107
骐,其弁伊骐,"鳲鸠在桑，其子在梅。淑人君子，其带伊丝。其带伊丝，其弁伊骐。
",/Users/danebrown/develop/nlp/诗经.txt,q,i,2,11,g,positive,0.7944090773165083
骐,其弁伊骐,"鳲鸠在桑，其子在梅。淑人君子，其带伊丝。其带伊丝，其弁伊骐。
",/Users/danebrown/develop/nlp/诗经.txt,q,i,2,11,g,positive,0.7944090773165083
坻,如坻如京,"曾孙之稼，如茨如梁。曾孙之庾，如坻如京。乃求千斯仓，乃求万斯箱。黍稷稻粱，农夫之庆。报以介福，万寿无疆。
",/Users/danebrown/develop/nlp/诗经.txt,ch,i,2,8,g,positive,0.9868210767363306
坻,如坻如京,"曾孙之稼，如茨如梁。曾孙之庾，如坻如京。乃求千斯仓，乃求万斯箱。黍稷稻粱，农夫之庆。报以介福，万寿无疆。
",/Users/danebrown/develop/nlp/诗经.txt,ch,i,2,8,g,positive,0.9868210767363306
坻,如坻如京,"曾孙之稼，如茨如梁。曾孙之庾，如坻如京。乃求千斯仓，乃求万斯箱。黍稷稻粱，农夫之庆。报以介福，万寿无疆。
",/Users/danebrown/develop/nlp/诗经.txt,ch,i,2,8,g,positive,0.9868210767363306
株,胡为乎株林,"胡为乎株林？从夏南兮！匪适株林，从夏南兮！
",/Users/danebrown/develop/nlp/诗经.txt,zh,u,1,10,q,positive,0.9484146102416566
株,胡为乎株林,"胡为乎株林？从夏南兮！匪适株林，从夏南兮！
",/Users/danebrown/develop/nlp/诗经.txt,zh,u,1,10,q,positive,0.9484146102416566
株,匪适株林,"胡为乎株林？从夏南兮！匪适株林，从夏南兮！
",/Users/danebrown/develop/nlp/诗经.txt,zh,u,1,10,q,positive,0.9484146102416566
株,匪适株林,"胡为乎株林？从夏南兮！匪适株林，从夏南兮！
",/Users/danebrown/develop/nlp/诗经.txt,zh,u,1,10,q,positive,0.9484146102416566
川,如川之方至,"天保定尔，以莫不兴。如山如阜，如冈如陵，如川之方至，以莫不增。
",/Users/danebrown/develop/nlp/诗经.txt,ch,uan,1,3,j,positive,0.9989342005801786
川,如川之方至,"天保定尔，以莫不兴。如山如阜，如冈如陵，如川之方至，以莫不增。
",/Users/danebrown/develop/nlp/诗经.txt,ch,uan,1,3,j,positive,0.9989342005801786
川,如川之流,"如川之流。绵绵翼翼，不測不克，濯征徐国。
",/Users/danebrown/develop/nlp/诗经.txt,ch,uan,1,3,j,positive,0.8893380818414915
川,如川之流,"如川之流。绵绵翼翼，不測不克，濯征徐国。
",/Users/danebrown/develop/nlp/诗经.txt,ch,uan,1,3,j,positive,0.8893380818414915
川,如川之流,"如川之流。绵绵翼翼，不測不克，濯征徐国。
",/Users/danebrown/develop/nlp/诗经.txt,ch,uan,1,3,j,positive,0.8893380818414915
川,如川之流,"如川之流。绵绵翼翼，不測不克，濯征徐国。
",/Users/danebrown/develop/nlp/诗经.txt,ch,uan,1,3,j,positive,0.8893380818414915
絷,絷之维之,"皎皎白驹，食我场苗。絷之维之，以永今朝。所谓伊人，于焉逍遥？
",/Users/danebrown/develop/nlp/诗经.txt,zh,i,2,12,g,positive,0.826038573366216
絷,絷之维之,"皎皎白驹，食我场苗。絷之维之，以永今朝。所谓伊人，于焉逍遥？
",/Users/danebrown/develop/nlp/诗经.txt,zh,i,2,12,g,positive,0.826038573366216
絷,絷之维之,"皎皎白驹，食我场苗。絷之维之，以永今朝。所谓伊人，于焉逍遥？
",/Users/danebrown/develop/nlp/诗经.txt,zh,i,2,12,g,positive,0.826038573366216
猶,王猶允塞,"王猶允塞，徐方既來。徐方既同，天子之功。
",/Users/danebrown/develop/nlp/诗经.txt,,iou,2,12,x,positive,0.8513110439251104
猶,王猶允塞,"王猶允塞，徐方既來。徐方既同，天子之功。
",/Users/danebrown/develop/nlp/诗经.txt,,iou,2,12,x,positive,0.8513110439251104
猶,王猶允塞,"王猶允塞，徐方既來。徐方既同，天子之功。
",/Users/danebrown/develop/nlp/诗经.txt,,iou,2,12,x,positive,0.8513110439251104
猶,王猶允塞,"王猶允塞，徐方既來。徐方既同，天子之功。
",/Users/danebrown/develop/nlp/诗经.txt,,iou,2,12,x,positive,0.8513110439251104
祺,寿考维祺,"曾孙维主，酒醴维醹，酌以大斗，以祈黃耇。黃耇台背，以引以翼。寿考维祺，以介景福。
",/Users/danebrown/develop/nlp/诗经.txt,q,i,2,12,g,positive,0.847939422970999
祺,寿考维祺,"曾孙维主，酒醴维醹，酌以大斗，以祈黃耇。黃耇台背，以引以翼。寿考维祺，以介景福。
",/Users/danebrown/develop/nlp/诗经.txt,q,i,2,12,g,positive,0.847939422970999
祺,寿考维祺,"曾孙维主，酒醴维醹，酌以大斗，以祈黃耇。黃耇台背，以引以翼。寿考维祺，以介景福。
",/Users/danebrown/develop/nlp/诗经.txt,q,i,2,12,g,positive,0.847939422970999
祺,寿考维祺,"曾孙维主，酒醴维醹，酌以大斗，以祈黃耇。黃耇台背，以引以翼。寿考维祺，以介景福。
",/Users/danebrown/develop/nlp/诗经.txt,q,i,2,12,g,positive,0.847939422970999
